symbol,base_asset,quote_asset,contract_type,underlying_type,exchange_tags,sector_l3,sector_l3_kr,subcat_code,subcat_kr,asset_class,last_price,change_24h_pct,quote_volume_24h,liquidity_tier,volatility_grade,listing_age,onboard_date
ZETAUSDT,ZETA,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.02918,6.186,1094173.6475,T4,MID,MID,2024-02-02
CARVUSDT,CARV,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.03145,7.742,1093246.26134,T4,HIGH,MID,2025-08-07
我踏马来了USDT,我踏马来了,USDT,PERPETUAL,COIN,Chinese,OTHER,기타/미분류,중화권 테마,중화권 테마,암호화폐,0.009256,2.039,1092073.026023,T4,LOW,NEW,2026-01-21
VTHOUSDT,VTHO,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.0003359,8.53,1090671.9832562,T4,HIGH,MID,2025-01-22
FUSDT,F,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.002832,7.192,1089911.217047,T4,HIGH,MID,2025-06-18
IOSTUSDT,IOST,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.0005606,5.396,1084765.9296029,T4,MID,LEGACY,2020-02-21
CATIUSDT,CATI,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,Tap2Earn,Tap2Earn,암호화폐,0.04894,0.143,1084618.23165,T4,LOW,MID,2024-09-20
YBUSDT,YB,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.07919,6.682,1082806.15825,T4,MID,NEW,2025-10-10
SAFEUSDT,SAFE,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Wallet,Wallet,암호화폐,0.08887,3.99,1076100.51725,T4,MID,MID,2024-10-25
FRAXUSDT,FRAX,USDT,PERPETUAL,COIN,DeFi,STABLE,스테이블코인,Stablecoin,Stablecoin,암호화폐,0.2967,6.268,1071171.0752,T4,MID,NEW,2026-01-15
KNCUSDT,KNC,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.1057,5.07,1067728.0817,T4,MID,LEGACY,2020-06-22
BREVUSDT,BREV,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.06787,6.379,1052650.76024,T4,MID,NEW,2025-12-30
MAVUSDT,MAV,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.009837,6.288,1050099.116299,T4,MID,LEGACY,2023-06-29
LYTEUSDT,LYTE,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,24.61,-4.76,1047752.1839,T4,MID,NEW,2026-08-17
CUSDT,C,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.06594,4.006,1041263.68073,T4,MID,MID,2025-07-15
PENGUSDT,PENG,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,52.09,-10.972,1028649.6619,T4,HIGH,NEW,2026-07-21
CGPTUSDT,CGPT,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.02057,5.164,1023194.46836,T4,MID,MID,2024-12-20
AXLUSDT,AXL,USDT,PERPETUAL,COIN,Infrastructure,INTEROP,인터체인,Bridge,Bridge,암호화폐,0.03822,9.325,1016527.090983,T4,HIGH,MID,2024-03-01
AWEUSDT,AWE,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.06462,10.689,1015770.7347,T4,HIGH,MID,2025-05-21
MTLUSDT,MTL,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.2024,10.24,1006283.4436,T4,HIGH,LEGACY,2021-03-31
EWJUSDT,EWJ,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi/ETF,TRADFI,전통금융,TF-ETF-SECTOR,섹터 · 국가 ETF,주식(ETF),93.92,-1.137,998120.4421,T4,LOW,NEW,2026-03-19
WENUSDT,WEN,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-CONSUMER,소비재 · 리테일,주식,8.82,4.379,997393.6208,T4,MID,NEW,2026-07-09
CLANKERUSDT,CLANKER,USDT,PERPETUAL,COIN,Alpha/AI,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,12.84,5.16,995381.7119,T4,MID,NEW,2025-11-12
PANWUSDT,PANW,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SOFTWARE,소프트웨어 · SaaS,주식,352.95,-5.515,988444.2228,T4,MID,NEW,2026-07-21
BASUSDT,BAS,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.026714,2.317,966088.685052,T4,LOW,NEW,2025-08-26
GEVUSDT,GEV,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-ENERGY,에너지 · 전력 · 원자력,주식,979.41,-2.652,948645.4632,T4,LOW,NEW,2026-07-10
1000CHEEMSUSDT,1000CHEEMS,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.000518,3.105,946932.0185808,T4,MID,MID,2024-11-25
MAVIAUSDT,MAVIA,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.03126,3.647,941491.01874,T4,MID,MID,2025-03-26
UMAUSDT,UMA,USDT,PERPETUAL,COIN,DeFi,INFRA,인프라,Oracle,Oracle,암호화폐,0.3373,5.111,939987.8783,T4,MID,LEGACY,2023-05-09
CSCOUSDT,CSCO,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-BIGTECH,빅테크 · 플랫폼,주식,110.06,-1.653,911731.5541,T4,LOW,NEW,2026-05-15
LQTYUSDT,LQTY,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.1972,7.232,911578.74259,T4,HIGH,LEGACY,2023-03-08
FLUIDUSDT,FLUID,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,1.246,10.168,906431.119,T4,HIGH,NEW,2025-09-24
AVAUSDT,AVA,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.1858,9.423,903680.76143,T4,HIGH,MID,2024-12-13
JOEUSDT,JOE,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,DEX,DEX,암호화폐,0.0288,7.263,901690.60498,T4,HIGH,LEGACY,2023-03-28
BRKBUSDT,BRKB,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-FIN,금융 · 핀테크,주식,500.6,-0.661,901447.7027,T4,LOW,NEW,2026-05-18
VRTUSDT,VRT,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,257.77,-5.899,893430.2351,T4,MID,NEW,2026-07-10
ELSAUSDT,ELSA,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.04413,2.319,892873.00887,T4,LOW,NEW,2026-01-22
ANIMEUSDT,ANIME,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,NFT,NFT,암호화폐,0.002536,6.376,890422.866516,T4,MID,MID,2025-01-23
JPMUSDT,JPM,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-FIN,금융 · 핀테크,주식,356.22,-1.919,887932.3513,T4,LOW,NEW,2026-05-18
RLCUSDT,RLC,USDT,PERPETUAL,COIN,AI,INFRA,인프라,Compute,Compute,암호화폐,0.2951,4.608,882547.5769,T4,MID,LEGACY,2020-07-31
TRUTHUSDT,TRUTH,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.012811,1.145,866808.517737,T4,LOW,NEW,2025-10-01
GTCUSDT,GTC,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Identity,Identity,암호화폐,0.08466,5.838,859947.93508,T4,MID,LEGACY,2021-03-15
CHRUSDT,CHR,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.01382,7.465,850979.78417,T4,HIGH,LEGACY,2021-03-12
USTCUSDT,USTC,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.005154,6.752,849613.214251,T4,MID,MID,2023-11-27
EWTUSDT,EWT,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-ETF-SECTOR,섹터 · 국가 ETF,주식(ETF),103.08,-2.034,846501.2592,T4,LOW,NEW,2026-06-01
SLPUSDT,SLP,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.0005711,6.093,839017.6467923,T4,MID,MID,2025-07-23
STEEMUSDT,STEEM,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.03728,7.281,835555.88568,T4,HIGH,MID,2023-11-08
SANTOSUSDT,SANTOS,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.5011,6.21,834021.61846,T4,MID,MID,2024-10-28
POWRUSDT,POWR,USDT,PERPETUAL,COIN,Layer-2,DEPIN,DePIN,Energy,Energy,암호화폐,0.03906,7.278,833234.95789,T4,HIGH,MID,2023-10-27
NVOUSDT,NVO,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-HEALTH,헬스케어 · 바이오,주식,46.9,2.379,820350.4561,T4,LOW,NEW,2026-06-01
CRMUSDT,CRM,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SOFTWARE,소프트웨어 · SaaS,주식,205.14,5.2,805570.4231,T4,MID,NEW,2026-06-03
COSTUSDT,COST,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-CONSUMER,소비재 · 리테일,주식,942.45,-2.36,786025.662,T4,LOW,NEW,2026-06-09
ASRUSDT,ASR,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.872,3.44,781484.0061,T4,MID,MID,2025-05-06
PUNDIXUSDT,PUNDIX,USDT,PERPETUAL,COIN,DeFi,PAY,결제,Payments,Payments,암호화폐,0.07835,7.006,781114.09292,T4,HIGH,MID,2025-04-30
CIENUSDT,CIEN,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,394.01,-4.635,769028.4968,T4,MID,NEW,2026-06-22
NEOUSDC,NEO,USDC,PERPETUAL,COIN,USDC,L1,레이어1,Alt-L1,Alt-L1,암호화폐,1.826,5.978,729734.91,T4,MID,MID,2024-04-18
FLEXUSDT,FLEX,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,111.38,-7.369,728341.5831,T4,HIGH,NEW,2026-07-02
FLUXUSDT,FLUX,USDT,PERPETUAL,COIN,AI,DEPIN,DePIN,Compute,Compute,암호화폐,0.04133,5.812,719333.52529,T4,MID,MID,2024-09-03
CATUSDT,CAT,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-INDUSTRIAL,산업재 · 우주항공,주식,810.64,-4.011,713118.1616,T4,MID,NEW,2026-07-02
